example_id,query,action,crime_type,area,time_window,language
AG-09058,ವೈಟ್‌ಫೀಲ್ಡ್ದಲ್ಲಿ ಹಲ್ಲೆ ಮತ್ತು ಹಿಂಸಾಚಾರ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Assault & Violence,Whitefield,all,kn
AG-06542,ಯಲಹಂಕದಲ್ಲಿ ಎಷ್ಟು ಕೊಲೆ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Murder,Yelahanka,all,kn
AG-09511,How many Eve Teasing incidents occurred at MG Road this year?,search_cases,Eve Teasing,MG Road,this_year,en
AG-06869,Show the accused and FIR network for Fraud & Cheating at Marathahalli this year,investigate_network,Fraud & Cheating,Marathahalli,this_year,en
AG-02297,Find repeat accused links for Communal Offences in HSR Layout this year,investigate_network,Communal Offences,HSR Layout,this_year,en
AG-03705,Which high-risk areas near BTM Layout have Property Theft in the last 30 days?,show_hotspots,Property Theft,BTM Layout,last_30_days,en
AG-01837,Search reports about Eve Teasing in Basavanagudi this year,search_cases,Eve Teasing,Basavanagudi,this_year,en
AG-01904,ಇಂದಿರಾನಗರದಲ್ಲಿ ಈ ವಾರ ನಡೆದ ವಾಹನ ಕಳ್ಳತನ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Vehicle Theft,Indiranagar,this_week,kn
AG-06803,Find repeat accused links for Unlawful Assembly in Electronic City this year,investigate_network,Unlawful Assembly,Electronic City,this_year,en
AG-04009,Show Eve Teasing cases in Hebbal this week,search_cases,Eve Teasing,Hebbal,this_week,en
AG-09088,ಯಲಹಂಕ ಸುತ್ತಮುತ್ತ ಈ ವಾರ ಕಾಣೆಯಾದ ವ್ಯಕ್ತಿಗಳು ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Missing Persons,Yelahanka,this_week,kn
AG-04339,Show Land Disputes cases in Basavanagudi last month,search_cases,Land Disputes,Basavanagudi,last_month,en
AG-09510,ಮಾರತಹಳ್ಳಿದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ಸೈಬರ್ ಅಪರಾಧ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Cyber Crime,Marathahalli,last_month,kn
AG-08216,ಯಲಹಂಕ ಸಮೀಪದ ಭೂ ವಿವಾದ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಹುಡುಕಿ,search_cases,Land Disputes,Yelahanka,all,kn
AG-09853,Show Domestic Violence cases in Basavanagudi this week,search_cases,Domestic Violence,Basavanagudi,this_week,en
AG-09514,ಕೆಆರ್ ಮಾರ್ಕೆಟ್ ಸಮೀಪ ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Child Offences,KR Market,all,kn
AG-03457,Search reports about Murder in Koramangala this week,search_cases,Murder,Koramangala,this_week,en
AG-00596,ಬಿಟಿಎಂ ಲೇಔಟ್ ಪ್ರದೇಶದ ಮಾದಕ ವಸ್ತು ಅಪರಾಧ ವರದಿಗಳನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಹುಡುಕಿ,search_cases,Narcotics,BTM Layout,last_30_days,kn
AG-07606,ಹೆಬ್ಬಾಳ ಸಮೀಪ ಈ ವರ್ಷ ವಾಹನ ಕಳ್ಳತನ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Vehicle Theft,Hebbal,this_year,kn
AG-04292,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿ ಪ್ರದೇಶದ ಕಾನೂನುಬಾಹಿರ ಸಭೆ ವರದಿಗಳನ್ನು ಇಂದು ಹುಡುಕಿ,search_cases,Unlawful Assembly,Electronic City,today,kn
AG-08148,ಬನ್ನೇರುಘಟ್ಟ ರಸ್ತೆ ಸಮೀಪದ ಮಾದಕ ವಸ್ತು ಅಪರಾಧ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಈ ವರ್ಷ ಪರಿಶೀಲಿಸಿ,investigate_network,Narcotics,Bannerghatta Road,this_year,kn
AG-08278,ಬಸವನಗುಡಿ ಸಮೀಪ ಕೊಲೆ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Murder,Basavanagudi,all,kn
AG-08037,Show Assault & Violence hotspots around Bannerghatta Road this week,show_hotspots,Assault & Violence,Bannerghatta Road,this_week,en
AG-03501,Show Eve Teasing hotspots around Electronic City,show_hotspots,Eve Teasing,Electronic City,all,en
AG-05080,ಮಲ್ಲೇಶ್ವರಂ ಸುತ್ತಮುತ್ತ ಈ ವರ್ಷ ಭೂ ವಿವಾದ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Land Disputes,Malleshwaram,this_year,kn
AG-07817,Show the accused and FIR network for Domestic Violence at Yeshwantpur this week,investigate_network,Domestic Violence,Yeshwantpur,this_week,en
AG-02641,Search reports about Cyber Crime in KR Market,search_cases,Cyber Crime,KR Market,all,en
AG-08721,Show Child Offences hotspots around HSR Layout this year,show_hotspots,Child Offences,HSR Layout,this_year,en
AG-05981,Show the accused and FIR network for Unlawful Assembly at Rajajinagar this year,investigate_network,Unlawful Assembly,Rajajinagar,this_year,en
AG-06518,ಮಲ್ಲೇಶ್ವರಂದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ಎಷ್ಟು ಹಲ್ಲೆ ಮತ್ತು ಹಿಂಸಾಚಾರ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Assault & Violence,Malleshwaram,last_month,kn
AG-00573,Analyze hotspot evidence for Missing Persons at Jayanagar today,show_hotspots,Missing Persons,Jayanagar,today,en
AG-02374,ಹೆಬ್ಬಾಳ ಪ್ರದೇಶದ ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Domestic Violence,Hebbal,last_30_days,kn
AG-02365,Show Narcotics cases in Koramangala this year,search_cases,Narcotics,Koramangala,this_year,en
AG-00727,Find FIR records for Fraud & Cheating near HSR Layout this week,search_cases,Fraud & Cheating,HSR Layout,this_week,en
AG-00661,Show Eve Teasing cases in Koramangala last month,search_cases,Eve Teasing,Koramangala,last_month,en
AG-05504,ಕೋರಮಂಗಲ ಪ್ರದೇಶದ ಕೋಮು ಅಪರಾಧ ವರದಿಗಳನ್ನು ಈ ವರ್ಷ ಹುಡುಕಿ,search_cases,Communal Offences,Koramangala,this_year,kn
AG-09939,Map danger zones for Fraud & Cheating in Jayanagar,show_hotspots,Fraud & Cheating,Jayanagar,all,en
AG-06285,Show Communal Offences hotspots around Yelahanka,show_hotspots,Communal Offences,Yelahanka,all,en
AG-08193,Analyze hotspot evidence for Property Theft at Yelahanka,show_hotspots,Property Theft,Yelahanka,all,en
AG-07190,ಬಸವನಗುಡಿ ಪ್ರದೇಶದ ಭೂ ವಿವಾದ ವರದಿಗಳನ್ನು ಕಳೆದ ತಿಂಗಳು ಹುಡುಕಿ,search_cases,Land Disputes,Basavanagudi,last_month,kn
AG-01613,Show the accused and FIR network for Vehicle Theft at Yeshwantpur,investigate_network,Vehicle Theft,Yeshwantpur,all,en
AG-00909,Which high-risk areas near Koramangala have Fraud & Cheating this year?,show_hotspots,Fraud & Cheating,Koramangala,this_year,en
AG-00631,Show Narcotics cases in Basavanagudi this year,search_cases,Narcotics,Basavanagudi,this_year,en
AG-02197,Search reports about Land Disputes in Basavanagudi this week,search_cases,Land Disputes,Basavanagudi,this_week,en
AG-01846,ಬಸವನಗುಡಿ ಸಮೀಪ ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Domestic Violence,Basavanagudi,all,kn
AG-05617,Show Cyber Crime cases in MG Road this week,search_cases,Cyber Crime,MG Road,this_week,en
AG-03693,Show Robbery & Dacoity hotspots around MG Road this year,show_hotspots,Robbery & Dacoity,MG Road,this_year,en
AG-03157,Show Cyber Crime cases in Koramangala last month,search_cases,Cyber Crime,Koramangala,last_month,en
AG-02870,ಯಲಹಂಕದಲ್ಲಿ ಈ ವಾರ ಎಷ್ಟು ವಾಹನ ಕಳ್ಳತನ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Vehicle Theft,Yelahanka,this_week,kn
AG-07813,Find FIR records for Property Theft near Malleshwaram in the last 30 days,search_cases,Property Theft,Malleshwaram,last_30_days,en
AG-05530,ಯಲಹಂಕ ಸಮೀಪ ಇಂದು ವಾಹನ ಕಳ್ಳತನ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Vehicle Theft,Yelahanka,today,kn
AG-02871,Analyze hotspot evidence for Narcotics at Whitefield this week,show_hotspots,Narcotics,Whitefield,this_week,en
AG-03839,Investigate connected suspects in Land Disputes cases near RT Nagar this week,investigate_network,Land Disputes,RT Nagar,this_week,en
AG-07692,ಬನ್ನೇರುಘಟ್ಟ ರಸ್ತೆದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಆಸ್ತಿ ಕಳ್ಳತನ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Property Theft,Bannerghatta Road,last_30_days,kn
AG-08036,ಬಿಟಿಎಂ ಲೇಔಟ್ದಲ್ಲಿ ಈ ವರ್ಷ ಎಷ್ಟು ವಾಹನ ಕಳ್ಳತನ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Vehicle Theft,BTM Layout,this_year,kn
AG-01079,Show the accused and FIR network for Cyber Crime at Rajajinagar this week,investigate_network,Cyber Crime,Rajajinagar,this_week,en
AG-06466,ಆರ್‌ಟಿ ನಗರ ಸಮೀಪ ಈ ವರ್ಷ ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Robbery & Dacoity,RT Nagar,this_year,kn
AG-05137,Search reports about Unlawful Assembly in RT Nagar today,search_cases,Unlawful Assembly,RT Nagar,today,en
AG-08175,Which high-risk areas near RT Nagar have Communal Offences last month?,show_hotspots,Communal Offences,RT Nagar,last_month,en
AG-01477,How many Land Disputes incidents occurred at MG Road last month?,search_cases,Land Disputes,MG Road,last_month,en
AG-09474,ಬಸವನಗುಡಿದಲ್ಲಿ ಸೈಬರ್ ಅಪರಾಧ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Cyber Crime,Basavanagudi,all,kn
AG-08527,Find FIR records for Narcotics near Yelahanka this year,search_cases,Narcotics,Yelahanka,this_year,en
AG-01047,Show Robbery & Dacoity hotspots around Indiranagar this week,show_hotspots,Robbery & Dacoity,Indiranagar,this_week,en
AG-03858,ವೈಟ್‌ಫೀಲ್ಡ್ ಸಮೀಪದ ಆಸ್ತಿ ಕಳ್ಳತನ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಈ ವಾರ ಪರಿಶೀಲಿಸಿ,investigate_network,Property Theft,Whitefield,this_week,kn
AG-00215,Which repeat offenders connect Child Offences cases in HSR Layout this week?,investigate_network,Child Offences,HSR Layout,this_week,en
AG-05132,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ ಸಮೀಪದ ಆಸ್ತಿ ಕಳ್ಳತನ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಕಳೆದ ತಿಂಗಳು ಹುಡುಕಿ,search_cases,Property Theft,Silk Board,last_month,kn
AG-06999,Analyze hotspot evidence for Land Disputes at Mysuru Road,show_hotspots,Land Disputes,Mysuru Road,all,en
AG-08068,ಮಲ್ಲೇಶ್ವರಂದಲ್ಲಿ ಈ ವರ್ಷ ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Child Offences,Malleshwaram,this_year,kn
AG-00558,ಆರ್‌ಟಿ ನಗರ ಪ್ರದೇಶದ ಭೂ ವಿವಾದ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Land Disputes,RT Nagar,today,kn
AG-06763,How many Missing Persons incidents occurred at Yeshwantpur this year?,search_cases,Missing Persons,Yeshwantpur,this_year,en
AG-01155,Which high-risk areas near Rajajinagar have Property Theft this week?,show_hotspots,Property Theft,Rajajinagar,this_week,en
AG-00314,ಕೋರಮಂಗಲ ಸಮೀಪದ ಸೈಬರ್ ಅಪರಾಧ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಹುಡುಕಿ,search_cases,Cyber Crime,Koramangala,last_30_days,kn
AG-04658,ಬನ್ನೇರುಘಟ್ಟ ರಸ್ತೆದಲ್ಲಿ ಎಷ್ಟು ಭೂ ವಿವಾದ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Land Disputes,Bannerghatta Road,all,kn
AG-07702,ಮಾರತಹಳ್ಳಿ ಪ್ರದೇಶದ ಕಾಣೆಯಾದ ವ್ಯಕ್ತಿಗಳು ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Missing Persons,Marathahalli,last_30_days,kn
AG-07633,Find FIR records for Land Disputes near Koramangala,search_cases,Land Disputes,Koramangala,all,en
AG-00349,How many Missing Persons incidents occurred at Silk Board last month?,search_cases,Missing Persons,Silk Board,last_month,en
AG-05505,Map danger zones for Vehicle Theft in Marathahalli this week,show_hotspots,Vehicle Theft,Marathahalli,this_week,en
AG-04455,Analyze hotspot evidence for Vehicle Theft at Bannerghatta Road in the last 30 days,show_hotspots,Vehicle Theft,Bannerghatta Road,last_30_days,en
AG-04386,ಎಂಜಿ ರಸ್ತೆದಲ್ಲಿ ವಂಚನೆ ಮತ್ತು ಮೋಸ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Fraud & Cheating,MG Road,all,kn
AG-00928,ಹೆಬ್ಬಾಳ ಸಮೀಪ ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Child Offences,Hebbal,all,kn
AG-07228,ವೈಟ್‌ಫೀಲ್ಡ್ ಸುತ್ತಮುತ್ತ ಕೊಲೆ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Murder,Whitefield,all,kn
AG-09347,Show the accused and FIR network for Vehicle Theft at Hebbal last month,investigate_network,Vehicle Theft,Hebbal,last_month,en
AG-03793,Find FIR records for Domestic Violence near HSR Layout in the last 30 days,search_cases,Domestic Violence,HSR Layout,last_30_days,en
AG-05004,ಕೋರಮಂಗಲ ಪ್ರದೇಶದ ವಂಚನೆ ಮತ್ತು ಮೋಸ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Fraud & Cheating,Koramangala,last_30_days,kn
AG-07378,ವೈಟ್‌ಫೀಲ್ಡ್ ಸಮೀಪ ಕಳೆದ ತಿಂಗಳು ಕಾನೂನುಬಾಹಿರ ಸಭೆ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Unlawful Assembly,Whitefield,last_month,kn
AG-00111,Map danger zones for Unlawful Assembly in KR Market today,show_hotspots,Unlawful Assembly,KR Market,today,en
AG-05273,Show the accused and FIR network for Communal Offences at Mysuru Road,investigate_network,Communal Offences,Mysuru Road,all,en
AG-00104,ಮೈಸೂರು ರಸ್ತೆದಲ್ಲಿ ಎಷ್ಟು ವಂಚನೆ ಮತ್ತು ಮೋಸ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Fraud & Cheating,Mysuru Road,all,kn
AG-08733,Analyze hotspot evidence for Communal Offences at Koramangala last month,show_hotspots,Communal Offences,Koramangala,last_month,en
AG-01657,Show Murder cases in Bannerghatta Road last month,search_cases,Murder,Bannerghatta Road,last_month,en
AG-05966,ಯಶವಂತಪುರ ಪ್ರದೇಶದ ಭೂ ವಿವಾದ ವರದಿಗಳನ್ನು ಈ ವರ್ಷ ಹುಡುಕಿ,search_cases,Land Disputes,Yeshwantpur,this_year,kn
AG-01169,Investigate connected suspects in Robbery & Dacoity cases near Yelahanka last month,investigate_network,Robbery & Dacoity,Yelahanka,last_month,en
AG-06838,ಮೈಸೂರು ರಸ್ತೆ ಸುತ್ತಮುತ್ತ ಆಸ್ತಿ ಕಳ್ಳತನ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Property Theft,Mysuru Road,all,kn
AG-01453,Find FIR records for Robbery & Dacoity near Hebbal this week,search_cases,Robbery & Dacoity,Hebbal,this_week,en
AG-04435,Show Domestic Violence cases in Silk Board,search_cases,Domestic Violence,Silk Board,all,en
AG-07574,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿದಲ್ಲಿ ನಡೆದ ಕೊಲೆ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Murder,Electronic City,all,kn
AG-03608,ಯಶವಂತಪುರ ಸಮೀಪದ ಕೊಲೆ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಈ ವಾರ ಹುಡುಕಿ,search_cases,Murder,Yeshwantpur,this_week,kn
AG-05757,Show Fraud & Cheating hotspots around Malleshwaram today,show_hotspots,Fraud & Cheating,Malleshwaram,today,en
AG-08808,ಎಂಜಿ ರಸ್ತೆದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Domestic Violence,MG Road,last_30_days,kn
AG-06831,Which high-risk areas near Rajajinagar have Fraud & Cheating in the last 30 days?,show_hotspots,Fraud & Cheating,Rajajinagar,last_30_days,en
AG-05930,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ ಸಮೀಪದ ವಂಚನೆ ಮತ್ತು ಮೋಸ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಹುಡುಕಿ,search_cases,Fraud & Cheating,Silk Board,last_30_days,kn
AG-09710,ಮಾರತಹಳ್ಳಿದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ನಡೆದ ಭೂ ವಿವಾದ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Land Disputes,Marathahalli,last_month,kn
AG-03913,Find FIR records for Unlawful Assembly near Malleshwaram this year,search_cases,Unlawful Assembly,Malleshwaram,this_year,en
AG-00159,Show Murder hotspots around Jayanagar today,show_hotspots,Murder,Jayanagar,today,en
AG-05114,ಬಿಟಿಎಂ ಲೇಔಟ್ದಲ್ಲಿ ಎಷ್ಟು ಕೋಮು ಅಪರಾಧ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Communal Offences,BTM Layout,all,kn
AG-00788,ಕೋರಮಂಗಲದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ಎಷ್ಟು ಸೈಬರ್ ಅಪರಾಧ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Cyber Crime,Koramangala,last_month,kn
AG-02116,ಇಂದಿರಾನಗರ ಸುತ್ತಮುತ್ತ ಭೂ ವಿವಾದ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Land Disputes,Indiranagar,all,kn
AG-02600,ಕೆಆರ್ ಮಾರ್ಕೆಟ್ ಸಮೀಪದ ಕಾಣೆಯಾದ ವ್ಯಕ್ತಿಗಳು ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಈ ವರ್ಷ ಹುಡುಕಿ,search_cases,Missing Persons,KR Market,this_year,kn
AG-06848,ಎಚ್‌ಎಸ್‌ಆರ್ ಲೇಔಟ್ದಲ್ಲಿ ಈ ವರ್ಷ ನಡೆದ ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Robbery & Dacoity,HSR Layout,this_year,kn
AG-01526,ಬನ್ನೇರುಘಟ್ಟ ರಸ್ತೆ ಸಮೀಪದ ಭೂ ವಿವಾದ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಹುಡುಕಿ,search_cases,Land Disputes,Bannerghatta Road,last_30_days,kn
AG-04917,Which high-risk areas near Yelahanka have Robbery & Dacoity last month?,show_hotspots,Robbery & Dacoity,Yelahanka,last_month,en
AG-05179,Search reports about Assault & Violence in MG Road today,search_cases,Assault & Violence,MG Road,today,en
AG-06145,How many Missing Persons incidents occurred at Yeshwantpur this year?,search_cases,Missing Persons,Yeshwantpur,this_year,en
AG-07646,ಯಶವಂತಪುರದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ನಡೆದ ಮಹಿಳಾ ಕಿರುಕುಳ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Eve Teasing,Yeshwantpur,last_30_days,kn
AG-07677,Analyze hotspot evidence for Vehicle Theft at MG Road this year,show_hotspots,Vehicle Theft,MG Road,this_year,en
AG-01207,How many Narcotics incidents occurred at MG Road in the last 30 days?,search_cases,Narcotics,MG Road,last_30_days,en
AG-06185,Find repeat accused links for Fraud & Cheating in Yelahanka this week,investigate_network,Fraud & Cheating,Yelahanka,this_week,en
AG-09500,ಹೆಬ್ಬಾಳ ಸಮೀಪದ ಆಸ್ತಿ ಕಳ್ಳತನ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಹುಡುಕಿ,search_cases,Property Theft,Hebbal,all,kn
AG-08514,ಎಚ್‌ಎಸ್‌ಆರ್ ಲೇಔಟ್ ಪ್ರದೇಶದ ಮಹಿಳಾ ಕಿರುಕುಳ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Eve Teasing,HSR Layout,last_month,kn
AG-01479,Analyze hotspot evidence for Murder at Basavanagudi in the last 30 days,show_hotspots,Murder,Basavanagudi,last_30_days,en
AG-08838,ಮಾರತಹಳ್ಳಿದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ಮಾದಕ ವಸ್ತು ಅಪರಾಧ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Narcotics,Marathahalli,last_month,kn
AG-02243,Show the accused and FIR network for Robbery & Dacoity at Rajajinagar,investigate_network,Robbery & Dacoity,Rajajinagar,all,en
AG-04388,ಮೈಸೂರು ರಸ್ತೆದಲ್ಲಿ ನಡೆದ ಮಹಿಳಾ ಕಿರುಕುಳ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Eve Teasing,Mysuru Road,all,kn
AG-01734,ಎಚ್‌ಎಸ್‌ಆರ್ ಲೇಔಟ್ ಸಮೀಪದ ಆಸ್ತಿ ಕಳ್ಳತನ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಪರಿಶೀಲಿಸಿ,investigate_network,Property Theft,HSR Layout,last_30_days,kn
AG-01607,Find repeat accused links for Murder in Whitefield in the last 30 days,investigate_network,Murder,Whitefield,last_30_days,en
AG-08665,Show Domestic Violence cases in Malleshwaram today,search_cases,Domestic Violence,Malleshwaram,today,en
AG-02261,Which repeat offenders connect Communal Offences cases in Mysuru Road in the last 30 days?,investigate_network,Communal Offences,Mysuru Road,last_30_days,en
AG-04144,ಬಿಟಿಎಂ ಲೇಔಟ್ ಸುತ್ತಮುತ್ತ ಈ ವಾರ ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Child Offences,BTM Layout,this_week,kn
AG-01858,ಯಶವಂತಪುರ ಸುತ್ತಮುತ್ತ ಇಂದು ಕಾಣೆಯಾದ ವ್ಯಕ್ತಿಗಳು ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Missing Persons,Yeshwantpur,today,kn
AG-06221,Show the accused and FIR network for Murder at Jayanagar today,investigate_network,Murder,Jayanagar,today,en
AG-04444,ಮಲ್ಲೇಶ್ವರಂ ಸುತ್ತಮುತ್ತ ಕಳೆದ ತಿಂಗಳು ಕೊಲೆ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Murder,Malleshwaram,last_month,kn
AG-02807,Find repeat accused links for Child Offences in Basavanagudi in the last 30 days,investigate_network,Child Offences,Basavanagudi,last_30_days,en
AG-08732,ಬನ್ನೇರುಘಟ್ಟ ರಸ್ತೆದಲ್ಲಿ ಈ ವಾರ ನಡೆದ ಮಹಿಳಾ ಕಿರುಕುಳ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Eve Teasing,Bannerghatta Road,this_week,kn
AG-05870,ಇಂದಿರಾನಗರದಲ್ಲಿ ಎಷ್ಟು ಕೋಮು ಅಪರಾಧ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Communal Offences,Indiranagar,all,kn
AG-07718,ಕೋರಮಂಗಲ ಪ್ರದೇಶದ ಕೊಲೆ ವರದಿಗಳನ್ನು ಈ ವಾರ ಹುಡುಕಿ,search_cases,Murder,Koramangala,this_week,kn
AG-01364,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ಎಷ್ಟು ವಂಚನೆ ಮತ್ತು ಮೋಸ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Fraud & Cheating,Electronic City,last_month,kn
